City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Marsh Harbour,BS,26.5412,-77.0636,83.86,73,100,10.09,moderate rain
339,Shingu,JP,33.7333,135.9833,79.92,81,100,3.76,heavy intensity rain
340,Caldwell,US,43.6629,-116.6874,93.67,44,1,8.05,clear sky
341,Innisfail,AU,-17.5333,146.0333,62.96,87,45,4.36,scattered clouds
342,Nizwa,OM,22.9333,57.5333,90.45,39,11,5.21,few clouds
343,Vanimo,PG,-2.6741,141.3028,77.86,88,98,5.46,overcast clouds
344,Kiama,AU,-34.6833,150.8667,57.58,85,76,11.97,broken clouds
345,Sira,IN,13.7453,76.9092,72.12,75,37,10.49,scattered clouds
346,Grindavik,IS,63.8424,-22.4338,53.91,87,75,10.36,broken clouds
347,Andra,RU,62.5147,65.8878,55.56,96,100,4.12,overcast clouds
348,Boysun,UZ,38.2061,67.1986,73.65,31,0,4.76,clear sky
349,Jijiang,CN,29.2906,106.2542,86.59,72,0,2.15,clear sky
350,Mumford,GH,5.2618,-0.759,76.42,90,100,7.52,overcast clouds
351,Camotan,GT,14.8167,-89.3667,89.56,58,87,6.96,overcast clouds
352,Tumaco,CO,1.7986,-78.8156,80.19,74,88,12.82,overcast clouds
353,Havoysund,NO,70.9963,24.6622,49.08,80,16,21.43,few clouds
354,Gat,IL,31.61,34.7642,85.41,47,0,4.76,clear sky
355,Itoman,JP,26.1247,127.6694,80.98,96,40,11.5,scattered clouds
356,Satipo,PE,-11.2522,-74.6386,79.63,50,61,0.89,broken clouds
357,Bara,NG,10.3744,10.7288,75.72,84,75,4.68,broken clouds
358,Saint-Philippe,RE,-21.3585,55.7679,66.22,68,15,1.92,few clouds
359,Shitanjing,CN,39.2342,106.3439,64.51,76,100,10.47,moderate rain
360,Puerto Narino,CO,-3.7703,-70.3831,89.55,40,29,3.91,scattered clouds
361,Buchen,DE,49.5239,9.3231,59.58,91,20,3.87,few clouds
362,Victoria,HK,22.2855,114.1577,84.38,90,100,1.01,moderate rain
363,Port Moresby,PG,-9.4431,147.1797,73.99,79,90,4.85,overcast clouds
364,Charters Towers,AU,-20.1,146.2667,55.6,91,5,6.93,clear sky
365,Nexo,DK,55.0607,15.1306,62.69,68,2,17.22,clear sky
366,Yangambi,CD,0.8102,24.4336,72.43,83,96,0.98,overcast clouds
367,Grajau,BR,-5.8194,-46.1386,85.98,24,5,4.18,clear sky
368,Saint-Francois,FR,46.4154,3.9054,61.68,84,0,1.14,clear sky
369,Buala,SB,-8.145,159.5921,78.84,84,55,6.64,light rain
370,Qaqortoq,GL,60.7167,-46.0333,54.1,92,92,7.2,overcast clouds
371,Lufilufi,WS,-13.8745,-171.5986,82.18,70,81,10.71,broken clouds
372,Playas,EC,-2.6333,-80.3833,73.71,78,19,18.14,few clouds
373,Avera,US,33.194,-82.5271,94.91,35,14,4.32,few clouds
374,Chuy,UY,-33.6971,-53.4616,51.37,93,25,6.06,scattered clouds
375,Kavaratti,IN,10.5669,72.642,82.15,74,90,14.54,overcast clouds
376,Rezh,RU,57.37,61.4043,61.14,94,100,7.0,overcast clouds
377,Chekhov,RU,55.1431,37.4711,70.09,91,100,13.69,overcast clouds
378,Moose Factory,CA,51.2585,-80.6094,73.4,64,75,9.22,broken clouds
379,Butaritari,KI,3.0707,172.7902,82.76,71,29,5.37,light rain
380,Emerald,AU,-23.5333,148.1667,57.34,78,7,8.19,clear sky
381,Port Hardy,CA,50.6996,-127.4199,64.58,68,75,5.75,broken clouds
382,Jilotepec,MX,19.6,-96.9333,71.8,76,45,5.68,scattered clouds
383,Zhumadian,CN,32.9794,114.0294,73.72,84,0,5.59,clear sky
384,Suntar,RU,62.1444,117.6319,56.68,91,38,1.97,scattered clouds
385,Camopi,GF,3.1655,-52.3158,78.93,74,91,2.33,overcast clouds
386,Sindor,RU,62.8629,51.8905,55.17,95,9,2.68,clear sky
387,Shu,KZ,43.5983,73.7614,74.23,27,51,4.9,broken clouds
388,Kuchinarai,TH,16.541,104.05,76.53,91,100,10.51,overcast clouds
389,Taltal,CL,-25.4,-70.4833,61.65,70,23,3.53,few clouds
390,Isla Mujeres,MX,21.2311,-86.731,89.65,69,87,9.95,overcast clouds
391,Tulsipur,NP,28.131,82.2973,72.07,97,78,3.83,broken clouds
392,Husavik,IS,66.0449,-17.3389,55.31,85,77,5.32,broken clouds
393,Neuquen,AR,-38.9516,-68.0591,66.09,34,0,6.91,clear sky
394,Cidreira,BR,-30.1811,-50.2056,55.02,81,0,5.93,clear sky
395,Balkanabat,TM,39.5108,54.3671,90.7,15,100,5.44,overcast clouds
396,Obihiro,JP,42.9172,143.2044,71.38,95,100,0.54,overcast clouds
397,Vernon,CA,50.2581,-119.2691,81.93,54,40,0.0,scattered clouds
398,Wanganui,NZ,-39.9333,175.05,49.73,95,100,3.0,overcast clouds
399,Saint-Pierre,RE,-21.3393,55.4781,66.29,59,0,5.75,clear sky
400,Tambura,SS,5.6,27.4667,71.35,81,83,0.81,broken clouds
401,Waspan,NI,14.7419,-83.9717,82.08,84,99,7.31,overcast clouds
402,La Orilla,MX,17.9833,-102.2333,86.61,70,18,9.69,few clouds
403,Sur,OM,22.5667,59.5289,87.04,61,66,12.88,broken clouds
404,Kungurtug,RU,50.5994,97.5228,44.08,96,100,1.03,overcast clouds
405,Toyooka,JP,35.5333,134.8333,77.56,90,69,3.62,broken clouds
406,Kyshtovka,RU,56.555,76.6271,59.05,96,89,6.69,overcast clouds
407,Malpe,IN,13.35,74.7167,76.3,86,85,9.57,overcast clouds
408,Jackson,US,42.4165,-122.8345,100.74,23,1,5.75,clear sky
409,Severodvinsk,RU,64.5635,39.8302,60.91,88,100,6.13,overcast clouds
410,College,US,64.8569,-147.8028,84.0,48,20,6.91,few clouds
411,Naze,JP,28.3667,129.4833,77.9,86,53,16.33,broken clouds
412,Sucre,BO,-19.0333,-65.2627,57.07,43,76,10.6,broken clouds
413,Grand-Santi,GF,4.25,-54.3833,75.96,91,89,3.06,overcast clouds
414,Sabla,NG,12.7525,4.7077,76.69,82,96,7.34,moderate rain
415,Katsuura,JP,35.1333,140.3,81.19,87,38,9.93,scattered clouds
416,Adre,TD,13.4667,22.2,77.0,77,93,7.65,overcast clouds
417,Sawakin,SD,19.1059,37.3321,95.14,44,91,24.65,overcast clouds
418,Rincon,US,32.296,-81.2354,91.85,71,75,13.8,broken clouds
419,Aranjuez,ES,40.0311,-3.6025,81.61,25,6,3.2,clear sky
420,Marzuq,YE,14.4,46.4667,82.69,53,97,3.44,overcast clouds
421,Kruisfontein,ZA,-34.0033,24.7314,49.89,94,0,5.86,clear sky
422,Alpinopolis,BR,-20.8636,-46.3881,69.73,43,80,3.87,broken clouds
423,Kulhudhuffushi,MV,6.6221,73.07,82.35,72,99,7.36,overcast clouds
424,Zlitan,LY,32.4674,14.5687,84.65,54,0,8.81,clear sky
425,Itarema,BR,-2.9248,-39.9167,78.93,69,6,10.36,clear sky
426,Les Cayes,HT,18.2,-73.75,83.86,72,79,8.52,broken clouds
427,Hindaun,IN,26.7167,77.0167,78.85,89,82,7.99,broken clouds
428,Sept-Iles,CA,50.2001,-66.3821,66.72,74,75,1.01,broken clouds
429,Vaasa,FI,63.096,21.6158,57.94,100,0,2.3,clear sky
430,Tondano,ID,1.3038,124.9112,68.09,91,94,2.35,overcast clouds
431,Ulagan,RU,50.6321,87.9563,51.39,77,2,1.66,clear sky
432,Victoria Point,AU,-27.5833,153.3,65.48,95,90,3.09,overcast clouds
433,Aswan,EG,24.0934,32.907,96.1,13,0,3.44,clear sky
434,Aljezur,PT,37.3191,-8.8033,63.03,93,5,9.44,clear sky
435,Ahipara,NZ,-35.1667,173.1667,54.01,82,2,27.27,clear sky
436,Padang,ID,-0.9492,100.3543,75.25,84,100,3.8,overcast clouds
437,Doctor Arroyo,MX,23.6667,-100.1833,82.67,28,3,3.74,clear sky
438,Rio Gallegos,AR,-51.6226,-69.2181,48.25,40,0,27.63,clear sky
439,Port-Gentil,GA,-0.7193,8.7815,75.16,83,20,4.61,few clouds
440,Labrea,BR,-7.2586,-64.7981,94.06,24,5,2.68,clear sky
441,Westport,US,41.1415,-73.3579,82.27,47,1,1.99,clear sky
442,Agucadoura,PT,41.4318,-8.7804,69.24,86,68,14.43,broken clouds
443,Coalinga,US,36.1397,-120.3602,99.77,9,2,2.39,clear sky
444,Nanchong,CN,30.7951,106.0847,81.21,75,0,1.57,light rain
445,Smithers,CA,54.7804,-127.1743,82.72,39,20,3.44,few clouds
446,Watsa,CD,3.0372,29.5355,61.65,97,64,2.57,broken clouds
447,Kushmurun,KZ,52.4503,64.6311,69.98,55,32,7.02,scattered clouds
448,Kerman,IR,30.2832,57.0788,75.06,17,0,0.0,clear sky
449,Dzaoudzi,YT,-12.7887,45.2699,73.29,83,0,4.61,clear sky
450,Erzin,TR,36.9559,36.2,83.12,79,0,1.25,clear sky
451,Caluquembe,AO,-13.7833,14.6833,61.02,34,0,7.65,clear sky
452,Wasco,US,35.5941,-119.341,99.14,21,1,0.0,clear sky
453,Kushima,JP,31.4583,131.2333,77.04,92,61,4.65,broken clouds
454,Touros,BR,-5.1989,-35.4608,76.1,78,31,17.4,scattered clouds
455,Shvartsevskiy,RU,54.0961,37.9917,63.28,93,100,9.78,light rain
456,Lata,PT,40.1629,-8.3327,68.04,85,18,3.49,few clouds
457,Mulchen,CL,-37.7167,-72.2333,58.86,53,100,9.55,overcast clouds
458,Whitefish,US,48.4111,-114.3376,79.41,80,20,14.97,smoke
459,Tiznit,MA,29.5833,-9.5,65.5,75,12,4.9,few clouds
460,Keetmanshoop,NA,-26.5833,18.1333,58.12,26,0,8.05,clear sky
461,Acajutla,SV,13.5928,-89.8275,100.74,68,100,7.63,overcast clouds
462,Atikokan,CA,48.7555,-91.6216,82.83,25,56,8.93,broken clouds
463,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,55.0,58,0,6.04,clear sky
464,Mitsamiouli,KM,-11.3847,43.2844,76.39,70,0,1.74,clear sky
465,Yerbogachen,RU,61.2767,108.0108,61.59,69,100,2.42,overcast clouds
466,Lavrentiya,RU,65.5833,-171.0,44.56,99,100,8.23,moderate rain
467,Diego De Almagro,CL,-26.3667,-70.05,71.04,28,0,9.62,clear sky
468,Xining,CN,36.6167,101.7667,57.42,94,100,2.19,overcast clouds
469,Ketchikan,US,55.3422,-131.6461,64.87,59,90,13.8,overcast clouds
470,Kandla,IN,23.0333,70.2167,81.99,79,96,20.89,overcast clouds
471,Alta Floresta,BR,-9.8756,-56.0861,93.33,22,42,6.98,scattered clouds
472,Bilibino,RU,68.0546,166.4372,36.36,76,100,14.52,overcast clouds
473,Hassleholm,SE,56.1591,13.7664,62.13,87,5,4.54,clear sky
474,Kupang,ID,-10.1667,123.5833,75.78,88,20,5.75,few clouds
475,Bukachacha,RU,52.9833,116.9167,57.92,97,96,3.11,light rain
476,Kharan,PK,28.5833,65.4167,88.77,10,59,4.43,broken clouds
477,Zalantun,CN,48.0,122.7167,60.24,89,100,6.76,moderate rain
478,Lazaro Cardenas,MX,17.9583,-102.2,86.83,70,19,9.71,few clouds
479,Yumen,CN,40.2833,97.2,66.0,21,80,1.68,broken clouds
480,Vesele,UA,47.0148,34.915,76.15,55,36,7.4,scattered clouds
481,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,89.47,41,18,3.44,few clouds
482,Nome,US,64.5011,-165.4064,58.15,88,90,18.41,light rain
483,Sarka Ghat,IN,31.7,76.7333,72.48,88,87,2.62,overcast clouds
484,Mayo,US,38.8876,-76.5119,83.8,58,20,1.99,few clouds
485,Ocampo,MX,21.65,-101.5,76.28,33,76,10.11,broken clouds
486,Paoua,CF,7.2427,16.4406,69.98,95,100,3.53,overcast clouds
487,Krasnoarmeysk,RU,51.0239,45.6969,70.07,45,2,6.29,clear sky
488,Sorland,NO,67.667,12.6934,46.47,72,100,11.25,overcast clouds
489,Trincomalee,LK,8.5711,81.2335,80.46,76,100,23.64,overcast clouds
490,Grants,US,35.1473,-107.8514,77.23,44,1,0.0,clear sky
491,Saint Anthony,US,45.0205,-93.218,85.33,36,90,6.91,overcast clouds
492,Show Low,US,34.2542,-110.0298,87.71,43,1,8.05,clear sky
493,Wajima,JP,37.4,136.9,81.64,81,94,2.46,overcast clouds
494,Russellville,US,35.2784,-93.1338,89.06,50,40,0.0,scattered clouds
495,Porto Novo,BJ,6.4965,2.6036,78.62,88,100,4.65,overcast clouds
496,Gomoh,IN,23.8667,86.1667,80.53,81,98,6.33,overcast clouds
497,Salym,RU,60.0625,71.4789,55.78,98,100,4.56,overcast clouds
498,Bayshore Gardens,US,27.4253,-82.5904,94.26,62,1,11.5,clear sky
499,Aksarka,RU,66.5606,67.7975,55.51,79,100,5.5,overcast clouds
500,Zhuhai,CN,22.2769,113.5678,84.11,89,40,10.36,light intensity shower rain
501,Puri,IN,19.8,85.85,84.38,75,100,8.34,overcast clouds
502,Laguna,US,38.421,-121.4238,99.43,22,1,4.0,clear sky
503,Rawson,AR,-43.3002,-65.1023,62.82,29,49,10.74,scattered clouds
504,Bulgan,MN,48.8125,103.5347,54.09,93,100,10.94,overcast clouds
505,Dao,PH,11.3937,122.6856,77.04,87,100,5.35,overcast clouds
506,La Ronge,CA,55.1001,-105.2842,86.25,25,75,1.14,smoke
507,Kiruna,SE,67.8557,20.2251,40.12,81,15,4.61,few clouds
508,Bonthe,SL,7.5264,-12.505,76.39,75,47,6.78,scattered clouds
509,Pecos,US,31.4229,-103.4932,81.82,73,75,5.75,broken clouds
510,Puro,PH,12.4841,123.3827,83.01,77,100,21.0,overcast clouds
511,Sangar,RU,63.9242,127.4739,64.22,43,0,4.97,clear sky
512,Wattens,AT,47.2722,11.5993,55.99,91,75,1.14,broken clouds
513,Spassk,RU,52.747,87.7545,56.23,89,18,3.36,few clouds
514,Viransehir,TR,37.2353,39.7631,90.54,21,33,3.27,scattered clouds
515,Dayong,CN,25.0209,118.2898,78.48,93,95,2.13,overcast clouds
516,Sistranda,NO,63.7256,8.834,51.91,68,28,5.06,scattered clouds
517,Souillac,MU,-20.5167,57.5167,59.38,88,20,8.05,few clouds
518,Dauphin,CA,51.1494,-100.0502,86.14,35,1,13.8,clear sky
519,Samoded,RU,63.6083,40.5111,58.08,86,100,4.16,overcast clouds
520,Namibe,AO,-15.1961,12.1522,69.49,82,85,1.83,overcast clouds
521,Yagodnoye,RU,62.55,149.6667,42.51,61,55,5.79,broken clouds
522,Bumba,CD,2.1833,22.4667,73.51,83,100,2.15,overcast clouds
523,Camocim,BR,-2.9022,-40.8411,78.73,70,22,8.01,few clouds
524,Champerico,GT,14.3,-91.9167,93.74,69,85,8.72,overcast clouds
525,Aleppo,SY,36.25,37.5,85.35,45,2,13.85,clear sky
526,Copiapo,CL,-27.3667,-70.3333,55.09,38,0,5.95,clear sky
527,Karratha,AU,-20.7377,116.8463,59.76,25,6,16.87,clear sky
528,Sayat,TM,38.7839,63.8803,78.67,13,0,10.4,clear sky
529,Radcliff,US,37.8404,-85.9491,82.98,40,75,1.99,broken clouds
530,Kieta,PG,-6.2167,155.6333,79.2,85,35,3.67,scattered clouds
531,Jacmel,HT,18.2342,-72.5347,91.24,70,62,6.15,broken clouds
532,Berezanka,UA,46.8526,31.388,76.71,81,92,5.53,overcast clouds
533,Srednekolymsk,RU,67.45,153.6833,45.28,58,89,9.84,overcast clouds
534,Garachine,PA,8.0647,-78.3628,81.32,78,100,7.25,overcast clouds
535,Kingaroy,AU,-26.5333,151.8333,61.03,94,90,5.75,overcast clouds
536,Hvide Sande,DK,56.0045,8.1294,59.2,74,100,15.48,overcast clouds
537,Jhargram,IN,22.45,86.9833,81.27,77,100,8.39,overcast clouds
538,San Patricio,US,28.017,-97.5169,97.52,35,23,7.16,few clouds
539,Khvalynsk,RU,52.4906,48.1058,77.41,48,73,1.92,broken clouds
540,Barcelos,PT,41.5388,-8.6151,70.29,84,39,5.48,scattered clouds
541,Newport,GB,51.5877,-2.9984,60.64,86,98,7.52,overcast clouds
542,Krasnyy Kommunar,RU,51.9644,55.3668,69.87,49,0,6.71,clear sky
543,Novyy Nekouz,RU,57.9029,38.07,68.32,87,98,12.41,moderate rain
544,Ciumeghiu,RO,46.7333,21.5833,67.91,59,2,5.1,clear sky
545,Chirongui,YT,-12.9319,45.1483,73.33,71,0,9.53,clear sky
546,Gorey,IE,52.6747,-6.2925,56.71,88,79,3.85,broken clouds
547,Yaring,TH,6.8662,101.3689,79.36,82,98,8.97,overcast clouds
548,Hue,VN,16.4667,107.6,87.91,58,40,1.14,scattered clouds
549,Cam Ranh,VN,11.9214,109.1591,84.16,65,40,10.36,scattered clouds
550,Opuwo,NA,-18.0607,13.84,63.46,31,0,3.09,clear sky
551,Cumpas,MX,29.9833,-109.7833,98.87,27,2,5.19,clear sky
552,Houma,US,29.5958,-90.7195,87.01,75,40,11.5,scattered clouds
553,Mapastepec,MX,15.4333,-92.9,87.8,69,95,5.14,overcast clouds
554,Sola,VU,-13.8833,167.55,75.87,65,75,5.75,broken clouds
555,Kaliningrad,RU,54.7065,20.511,59.05,77,16,14.14,few clouds
556,Medvedka,RU,61.1629,46.387,61.39,84,100,4.09,light rain
557,Piney Green,US,34.716,-77.3202,84.02,83,75,17.27,broken clouds
558,Acapulco,MX,16.8634,-99.8901,89.42,66,1,10.36,clear sky
559,Walvis Bay,NA,-22.9575,14.5053,66.09,55,0,6.91,clear sky
560,Afsin,TR,38.2477,36.914,71.11,43,0,4.56,clear sky
561,Bay Roberts,CA,47.5999,-53.2648,69.51,65,100,4.0,overcast clouds
562,Freeport,US,40.6576,-73.5832,83.21,45,1,1.99,clear sky
563,Mehamn,NO,71.0357,27.8492,48.11,86,27,1.63,scattered clouds
564,Launceston,AU,-41.45,147.1667,42.15,94,40,1.99,scattered clouds
565,Dakar,SN,14.6937,-17.4441,78.93,100,40,0.0,scattered clouds
566,Sao Sebastiao,BR,-23.76,-45.4097,63.19,89,48,0.25,scattered clouds
567,Pirna,DE,50.9584,13.937,61.16,89,19,4.52,few clouds
568,Spencer,US,43.1414,-95.1444,79.77,47,40,3.44,scattered clouds
569,Bosaso,SO,11.2842,49.1816,90.05,43,2,23.8,clear sky
570,Talara,PE,-4.5772,-81.2719,72.36,73,0,17.27,clear sky
571,Kosh-Agach,RU,50.0,88.6667,49.19,57,3,0.94,clear sky
572,Anadyr,RU,64.75,177.4833,41.5,93,90,24.0,light rain
573,Formosa Do Rio Preto,BR,-11.0483,-45.1931,77.2,32,26,5.01,scattered clouds
574,Alyangula,AU,-13.8483,136.4192,62.47,100,75,2.3,broken clouds
575,Gilgit,PK,35.9221,74.3087,78.37,57,98,2.33,overcast clouds
576,Stromness,GB,58.965,-3.296,50.25,71,15,4.83,few clouds
577,Yuancheng,CN,36.652,107.7896,71.26,52,92,16.02,overcast clouds
578,Ponoka,CA,52.6768,-113.5815,69.08,34,100,5.1,overcast clouds
579,Emirdag,TR,39.0197,31.15,72.19,30,0,4.12,clear sky
580,Lianzhou,CN,24.7811,112.3825,78.15,80,57,1.52,broken clouds
581,Worthington,US,40.0931,-83.018,80.15,47,75,1.01,broken clouds
582,Wenzhou,CN,27.9994,120.6668,78.03,96,83,4.63,light rain
583,Vila Velha,BR,-20.3297,-40.2925,73.96,78,0,1.14,clear sky
584,Port-Cartier,CA,50.0334,-66.8654,66.42,72,100,4.38,overcast clouds
585,Panzhihua,CN,26.5851,101.7128,69.46,76,35,1.86,scattered clouds
586,Bowen,AU,-20.0167,148.2333,62.73,85,8,6.4,clear sky
587,Mbuguni,TZ,-3.5667,36.95,63.82,69,51,4.38,broken clouds
588,Thanh Hoa,VN,19.8,105.7667,76.51,91,78,4.05,broken clouds
589,Vung Tau,VN,10.346,107.0843,80.89,81,100,17.31,overcast clouds
590,Altagracia De Orituco,VE,9.8601,-66.3814,75.96,87,72,5.59,broken clouds
591,Bathsheba,BB,13.2167,-59.5167,84.81,74,20,9.22,few clouds
592,Jacareacanga,BR,-6.2222,-57.7528,88.63,37,93,2.82,overcast clouds
593,Wawa,NG,9.9022,4.4192,72.63,92,100,4.83,overcast clouds
594,Tomakomai,JP,42.6369,141.6033,78.57,100,75,4.61,light intensity drizzle
595,Virginia Beach,US,36.8529,-75.978,84.04,57,75,10.36,broken clouds
596,Caravelas,BR,-17.7125,-39.2481,67.68,70,67,5.44,broken clouds
597,Ayagoz,KZ,47.9714,80.4392,70.14,38,25,6.6,scattered clouds
598,Tabas,IR,33.5959,56.9244,86.14,11,0,5.3,clear sky
599,Wilmington,US,34.2257,-77.9447,85.86,86,75,6.91,broken clouds
600,Rockland,US,41.1668,-74.0496,81.72,52,1,1.01,clear sky
601,Qeshm,IR,26.9581,56.2719,93.07,64,52,5.88,broken clouds
602,Tessalit,ML,20.1986,1.0114,92.16,29,46,2.21,scattered clouds
603,San Juan,AR,-31.5375,-68.5364,71.87,16,0,5.99,clear sky
604,Rudnichnyy,RU,59.617,52.4703,59.74,86,99,3.27,overcast clouds
605,Northam,GB,51.0333,-4.2167,59.67,91,34,7.83,scattered clouds
606,Fuxin,CN,42.0156,121.6589,64.87,94,21,3.6,light rain
607,Elizabeth City,US,36.2946,-76.2511,84.02,71,1,11.5,clear sky
608,Praia Da Vitoria,PT,38.7333,-27.0667,76.75,88,75,6.73,broken clouds
609,Shentala,RU,54.45,51.4833,73.04,38,63,4.0,broken clouds
610,Berbera,SO,10.4396,45.0143,87.62,50,19,19.91,light rain
611,Seydi,TM,39.4816,62.9137,84.47,13,0,12.35,clear sky
612,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,92,75,13.8,broken clouds
613,Olinda,BR,-8.0089,-34.8553,73.13,94,75,6.91,broken clouds
614,Altamira,BR,-3.2033,-52.2064,86.09,66,20,2.3,few clouds
615,Inirida,CO,3.8653,-67.9239,74.59,93,96,2.21,overcast clouds
616,Sahuaripa,MX,29.05,-109.2333,96.28,39,6,3.11,clear sky
617,Komsomolskiy,UZ,40.4272,71.7189,74.62,53,98,4.61,overcast clouds
618,Qinzhou,CN,21.95,108.6167,79.83,88,97,4.85,overcast clouds
619,Seymchan,RU,62.8833,152.4333,44.04,59,38,10.27,scattered clouds
620,Bolobo,CD,-2.1667,16.2333,78.78,42,81,1.41,broken clouds
621,Limon,CR,10.0,-83.0333,82.29,83,90,4.61,overcast clouds
622,Santa Rosalia,MX,27.3167,-112.2833,91.78,46,100,7.7,overcast clouds
623,Dubbo,AU,-32.25,148.6167,50.13,87,90,3.44,overcast clouds
624,Basco,PH,20.4487,121.9702,82.62,88,100,32.12,overcast clouds
625,Mantua,IT,45.1667,10.7833,70.75,84,58,1.01,broken clouds
626,Atambua,ID,-9.1061,124.8925,70.05,88,67,5.46,broken clouds
627,Novobelokatay,RU,55.7062,58.9549,63.01,78,54,5.32,broken clouds
628,Saint George,US,37.1041,-113.5841,102.79,22,1,4.0,clear sky
629,Yarkovo,RU,57.4028,67.0786,58.98,76,41,4.9,scattered clouds
630,Arman,RU,59.7,150.1667,50.52,56,0,10.2,clear sky
631,Gracac,HR,44.3006,15.8547,73.38,52,64,3.06,broken clouds
632,Port Shepstone,ZA,-30.7414,30.455,61.7,83,100,8.72,light rain
633,Ust-Maya,RU,60.4167,134.5333,58.69,71,100,8.5,overcast clouds
634,Helong,CN,42.5397,128.9972,70.41,98,99,1.28,overcast clouds
635,Kudahuvadhoo,MV,2.6708,72.8944,81.88,72,100,6.04,overcast clouds
636,Yabrud,SY,33.9674,36.6574,69.46,35,0,1.52,light rain
637,Waverly,US,42.7392,-84.6208,78.15,48,40,4.61,scattered clouds
638,Kidal,ML,18.4411,1.4078,91.2,38,85,7.02,overcast clouds
639,Beppu,JP,33.2736,131.4919,78.49,95,99,2.68,overcast clouds
640,Taonan,CN,45.3333,122.7833,63.27,96,100,7.52,light rain
641,Saint-Paul,RE,-21.0096,55.2707,66.74,73,1,3.47,clear sky
642,Nizhniy Odes,RU,63.6445,54.856,55.17,98,3,4.03,clear sky
643,Kirakira,SB,-10.4544,161.9205,75.97,78,98,9.42,overcast clouds
644,Road Town,VG,18.4167,-64.6167,86.04,70,40,8.05,scattered clouds
645,Rabo De Peixe,PT,37.8,-25.5833,69.31,73,20,9.22,few clouds
646,Tyrma,RU,50.0833,132.1667,67.91,98,98,2.33,overcast clouds
647,Savonlinna,FI,61.8699,28.88,60.85,88,90,3.44,shower rain
648,Usinsk,RU,65.9939,57.5281,54.75,88,94,6.15,overcast clouds
649,Anloga,GH,5.7947,0.8973,77.49,87,100,9.4,overcast clouds
650,Orlik,RU,52.5178,99.825,45.43,93,100,1.88,overcast clouds
651,Selikhino,RU,50.3672,137.4996,62.98,86,19,9.78,few clouds
652,Inta,RU,66.0317,60.1659,54.07,86,35,6.17,scattered clouds
653,Khorramshahr,IR,30.4397,48.1664,94.96,26,0,6.91,clear sky
654,Quatre Cocos,MU,-20.2078,57.7625,59.11,68,0,2.84,clear sky
655,Wenling,CN,28.3669,121.36,79.92,93,95,11.25,light rain
656,Uchaly,RU,54.2996,59.4521,61.29,71,74,3.29,broken clouds
657,Dukat,RU,62.55,155.55,33.01,91,100,5.59,overcast clouds
658,Muswellbrook,AU,-32.2667,150.9,51.33,93,95,10.56,overcast clouds
659,Sehithwa,BW,-20.4667,22.7167,58.66,29,0,6.96,clear sky
660,Bambanglipuro,ID,-7.95,110.2833,75.67,88,87,10.96,overcast clouds
661,Marawi,PH,7.9986,124.2928,68.65,88,97,6.35,light rain
662,Xuddur,SO,4.1213,43.8894,72.27,70,87,17.18,overcast clouds
663,Kailua,US,21.4022,-157.7394,84.18,58,40,14.97,scattered clouds
664,Marsabit,KE,2.3284,37.9899,68.45,45,82,19.57,broken clouds
665,Dryden,CA,49.7833,-92.7503,80.89,34,90,8.05,haze
666,Puruandiro,MX,20.0833,-101.5,76.14,51,57,1.41,broken clouds
667,Viedma,AR,-40.8135,-62.9967,64.74,25,68,11.43,broken clouds
668,Biltine,TD,14.5333,20.9167,80.94,69,87,8.19,overcast clouds
669,Tual,ID,-5.6667,132.75,81.21,74,95,18.37,overcast clouds
670,San Quintin,MX,30.4833,-115.95,79.11,56,2,14.54,clear sky
671,Livno,BA,43.8269,17.0078,72.1,41,99,1.36,overcast clouds
672,Tigzirt,DZ,36.8886,4.1198,74.71,77,83,13.0,broken clouds
673,Santa Maria,BR,-29.6842,-53.8069,49.3,87,20,3.44,few clouds
674,Puerto Maldonado,PE,-12.6,-69.1833,82.8,36,0,3.44,clear sky
675,Prainha,BR,-1.8,-53.48,83.5,59,64,3.44,broken clouds
676,Moussoro,TD,13.6408,16.4901,84.06,58,92,5.99,overcast clouds
677,Mezen,RU,65.8522,44.24,56.03,96,50,5.32,scattered clouds
678,Silifke,TR,36.3778,33.9344,86.65,42,0,8.84,clear sky
679,Buchanan,LR,5.8808,-10.0467,76.96,77,9,7.16,clear sky
680,Zabol,AF,32.25,67.25,72.03,16,0,5.19,clear sky
681,Cabatuan,PH,10.8794,122.486,78.42,86,100,8.63,overcast clouds
682,Bathurst,AU,-33.4166,149.5806,47.82,98,100,10.45,overcast clouds
683,Lodja,CD,-3.4833,23.4333,74.68,37,97,0.45,overcast clouds
684,Kisangani,CD,0.5167,25.2,70.75,83,63,2.13,broken clouds
685,Vanavara,RU,60.34,102.2797,60.24,80,100,0.89,overcast clouds
686,Jiangkou,CN,25.4872,119.1986,80.49,88,97,4.27,overcast clouds
687,Huarmey,PE,-10.0681,-78.1522,69.19,72,3,10.76,clear sky
688,Baijiantan,CN,45.6333,85.1833,79.63,16,0,3.24,clear sky
689,Yelniki,RU,54.6207,43.876,72.55,62,4,9.48,clear sky
690,Koupela,BF,12.1794,-0.3517,83.61,57,78,8.86,broken clouds
