City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Dingalan,PH,2021-08-03 00:34:56,15.3897,121.3929,81.14,88,100,12.37
296,Kroya,ID,2021-08-03 00:34:56,-7.6331,109.2461,77.11,87,100,10.42
297,Beatrice,US,2021-08-03 00:34:56,40.2681,-96.747,78.73,57,1,4.61
298,Savalou,BJ,2021-08-03 00:34:57,7.9281,1.9756,74.73,89,100,2.13
299,Kanniyakumari,IN,2021-08-03 00:34:57,8.0833,77.5667,78.39,80,100,18.57
300,De Aar,ZA,2021-08-03 00:34:57,-30.6497,24.0123,45.86,36,0,4.56
301,Lasa,IT,2021-08-03 00:34:57,46.6166,10.7002,58.08,92,100,0.72
302,Rafaela,AR,2021-08-03 00:34:58,-31.2503,-61.4867,52.05,51,0,7.65
303,Kangaatsiaq,GL,2021-08-03 00:34:58,68.3065,-53.4641,42.53,94,94,11.56
304,San Cristobal,VE,2021-08-03 00:34:58,7.7669,-72.225,75.38,97,99,4.63
305,Kenora,CA,2021-08-03 00:34:59,49.8167,-94.4337,78.19,46,40,4.61
306,Norman Wells,CA,2021-08-03 00:34:59,65.282,-126.8329,89.64,22,1,13.8
307,Ust-Nera,RU,2021-08-03 00:32:15,64.5667,143.2,60.8,37,0,4.63
308,Colchester,GB,2021-08-03 00:34:59,51.8892,0.9042,61.07,85,99,6.11
309,Deputatskiy,RU,2021-08-03 00:35:00,69.3,139.9,51.06,44,88,8.72
310,Sayyan,YE,2021-08-03 00:35:00,15.1718,44.3244,62.35,64,96,6.22
311,Superior,US,2021-08-03 00:35:00,46.7208,-92.1041,80.49,49,1,4.61
312,Esperance,AU,2021-08-03 00:32:39,-33.8667,121.9,48.04,76,76,14.43
313,Banda Aceh,ID,2021-08-03 00:35:00,5.5577,95.3222,81.41,75,100,12.24
314,Bosaso,SO,2021-08-03 00:35:01,11.2842,49.1816,87.98,44,18,25.43
315,Sao Felix Do Xingu,BR,2021-08-03 00:35:01,-6.6447,-51.995,73.92,46,5,2.01
316,Kandrian,PG,2021-08-03 00:34:14,-6.2167,149.55,79.47,83,100,6.62
317,Faya,SA,2021-08-03 00:35:01,18.3851,42.4509,64.51,54,100,7.78
318,Canico,PT,2021-08-03 00:35:03,32.6333,-16.85,72.23,79,40,1.99
319,Rockhampton,AU,2021-08-03 00:35:03,-23.3833,150.5,71.49,68,20,5.75
320,Rawson,AR,2021-08-03 00:30:54,-43.3002,-65.1023,56.93,35,84,10.74
321,Brenes,ES,2021-08-03 00:35:03,37.5494,-5.8714,71.94,64,0,5.75
322,Bardiyah,LY,2021-08-03 00:32:40,31.7561,25.0865,79.34,84,0,15.75
323,Kosh-Agach,RU,2021-08-03 00:35:04,50.0,88.6667,58.59,46,9,2.26
324,Porto Santo,PT,2021-08-03 00:35:04,33.072,-16.3415,71.51,78,40,11.5
325,Killybegs,IE,2021-08-03 00:35:04,54.6333,-8.45,51.46,90,71,3.56
326,Kununurra,AU,2021-08-03 00:35:05,-15.7667,128.7333,80.58,28,72,13.8
327,Yar-Sale,RU,2021-08-03 00:34:00,66.8333,70.8333,58.41,85,99,3.27
328,Grand Gaube,MU,2021-08-03 00:32:25,-20.0064,57.6608,59.4,66,0,7.02
329,La Gomera,GT,2021-08-03 00:35:05,14.0833,-91.05,85.71,87,100,4.92
330,Christchurch,NZ,2021-08-03 00:35:06,-43.5333,172.6333,46.9,86,90,8.99
331,Nara,JP,2021-08-03 00:35:06,34.6851,135.8049,78.98,89,100,1.97
332,San Matias,BO,2021-08-03 00:35:06,-16.3667,-58.4,70.86,46,58,3.98
333,Puerto Escondido,MX,2021-08-03 00:35:07,15.85,-97.0667,86.83,62,40,0.0
334,Goderich,CA,2021-08-03 00:31:41,43.7501,-81.7165,69.57,64,8,1.14
335,Upington,ZA,2021-08-03 00:34:40,-28.4478,21.2561,48.58,34,0,3.44
336,Khorramshahr,IR,2021-08-03 00:35:07,30.4397,48.1664,85.95,10,0,7.38
337,Kristinehamn,SE,2021-08-03 00:35:08,59.3098,14.1081,49.37,84,7,2.55
338,Safford,US,2021-08-03 00:32:46,32.834,-109.7076,97.72,26,1,6.91
339,Winnemucca,US,2021-08-03 00:35:08,40.973,-117.7357,96.85,13,1,5.75
340,Srednekolymsk,RU,2021-08-03 00:35:08,67.45,153.6833,53.24,44,15,11.88
341,Jizan,SA,2021-08-03 00:35:09,17.3333,42.6667,86.94,55,100,1.52
342,Pangody,RU,2021-08-03 00:35:09,65.85,74.4859,62.01,68,100,5.23
343,Trenggalek,ID,2021-08-03 00:35:09,-8.05,111.7167,74.66,96,100,5.21
344,Darhan,MN,2021-08-03 00:35:09,49.4867,105.9228,60.1,86,100,11.32
345,Chegdomyn,RU,2021-08-03 00:35:10,51.1167,133.0167,69.01,95,100,2.06
346,Fort Saint James,CA,2021-08-03 00:35:10,54.4333,-124.25,80.44,45,60,3.89
347,Lowestoft,GB,2021-08-03 00:35:10,52.4752,1.7516,57.02,80,100,4.32
348,Buta,CD,2021-08-03 00:35:11,2.7858,24.73,69.55,94,97,1.16
349,Sikonge,TZ,2021-08-03 00:35:11,-5.6333,32.7667,62.98,51,35,5.21
350,Vangaindrano,MG,2021-08-03 00:35:11,-23.35,47.6,64.26,88,8,5.86
351,Meadow Lake,US,2021-08-03 00:30:19,34.8014,-106.5436,87.46,33,50,1.36
352,Mount Isa,AU,2021-08-03 00:34:37,-20.7333,139.5,64.17,27,40,19.57
353,Chanika,TZ,2021-08-03 00:33:23,-5.4167,38.0167,64.0,85,100,4.05
354,Manggar,ID,2021-08-03 00:35:12,-2.8833,108.2667,84.29,70,78,13.42
355,Port Pirie,AU,2021-08-03 00:32:58,-33.1833,138.0167,51.89,73,20,17.94
356,Calama,CL,2021-08-03 00:35:12,-22.4667,-68.9333,55.89,19,75,8.05
357,Oussouye,SN,2021-08-03 00:34:09,12.485,-16.5469,77.18,88,99,10.74
358,Linhai,CN,2021-08-03 00:35:13,28.85,121.1167,80.92,87,100,2.93
359,Dutlwe,BW,2021-08-03 00:35:13,-23.9833,23.9,48.92,24,0,5.06
360,Hualmay,PE,2021-08-03 00:35:13,-11.0964,-77.6139,63.68,84,12,11.3
361,Kamiichi,JP,2021-08-03 00:35:14,36.7,137.3667,92.88,55,40,4.61
362,Tiarei,PF,2021-08-03 00:33:09,-17.5333,-149.3333,84.22,72,98,9.98
363,Kruisfontein,ZA,2021-08-03 00:30:17,-34.0033,24.7314,44.89,91,0,6.64
364,College,US,2021-08-03 00:35:14,64.8569,-147.8028,86.58,43,1,3.44
365,Lebu,CL,2021-08-03 00:32:15,-37.6167,-73.65,52.05,83,33,19.1
366,Qazvin,IR,2021-08-03 00:35:15,36.2797,50.0049,70.77,58,90,7.31
367,Ruteng,ID,2021-08-03 00:35:15,-8.6136,120.4721,69.58,72,99,2.04
368,Yuanping,CN,2021-08-03 00:35:15,38.7153,112.7575,73.81,70,100,3.13
369,Poso,ID,2021-08-03 00:35:15,-1.3959,120.7524,82.45,71,57,3.38
370,Tabou,CI,2021-08-03 00:35:16,4.423,-7.3528,75.34,82,6,4.56
371,Vuktyl,RU,2021-08-03 00:35:16,63.8567,57.3094,55.29,98,29,4.54
372,Antofagasta,CL,2021-08-03 00:35:16,-23.65,-70.4,56.48,74,1,2.53
373,Salinopolis,BR,2021-08-03 00:35:17,-0.6136,-47.3561,77.47,79,25,5.35
374,Mwinilunga,ZM,2021-08-03 00:35:17,-11.7358,24.4293,54.36,58,9,3.71
375,Yurimaguas,PE,2021-08-03 00:35:17,-5.9,-76.0833,73.56,65,23,2.26
376,Kousseri,CM,2021-08-03 00:35:18,12.0769,15.0306,78.76,83,0,5.75
377,Taman,RU,2021-08-03 00:35:18,45.2117,36.7161,68.32,68,0,8.19
378,Te Anau,NZ,2021-08-03 00:35:18,-45.4167,167.7167,44.91,81,58,1.72
379,Morros,BR,2021-08-03 00:35:19,-9.4467,-46.3003,70.05,40,14,3.56
380,Bay-Khaak,RU,2021-08-03 00:35:19,51.1667,94.5,65.03,48,4,3.27
381,Madison,US,2021-08-03 00:35:19,34.7334,-86.5667,78.15,82,75,1.99
382,Shumskiy,RU,2021-08-03 00:35:20,54.8318,99.1328,63.41,73,86,2.91
383,Balagunan,PH,2021-08-03 00:35:20,7.4922,125.5211,84.96,67,71,3.78
384,Bilma,NE,2021-08-03 00:32:43,18.6853,12.9164,92.7,14,1,11.43
385,Port Blair,IN,2021-08-03 00:31:13,11.6667,92.75,81.86,82,100,19.26
386,Campo Verde,BR,2021-08-03 00:35:20,-20.4167,-54.0667,69.01,58,0,5.66
387,Lamu,KE,2021-08-03 00:35:21,-2.2717,40.902,75.42,80,16,12.88
388,Biak,ID,2021-08-03 00:35:21,-0.9131,122.8766,81.23,68,46,8.03
389,Taoudenni,ML,2021-08-03 00:35:21,22.6783,-3.9836,97.45,23,77,10.04
390,Sistranda,NO,2021-08-03 00:33:46,63.7256,8.834,51.91,69,96,3.42
391,Pacific Grove,US,2021-08-03 00:35:13,36.6177,-121.9166,86.4,71,1,1.99
392,Vila Franca Do Campo,PT,2021-08-03 00:35:22,37.7167,-25.4333,66.61,83,0,5.12
393,Hofn,IS,2021-08-03 00:35:22,64.2539,-15.2082,52.93,86,100,7.2
394,Alcantara,BR,2021-08-03 00:35:22,-2.4089,-44.4147,80.8,67,3,3.29
395,Turukhansk,RU,2021-08-03 00:35:23,65.8167,87.9833,68.27,59,100,14.79
396,Luwuk,ID,2021-08-03 00:35:23,-0.9516,122.7875,83.66,66,37,6.85
397,Mikuni,JP,2021-08-03 00:35:23,36.2171,136.1519,89.51,94,100,6.44
398,Rakiv Lis,UA,2021-08-03 00:35:23,51.6217,24.9243,55.62,91,43,6.78
399,Tura,IN,2021-08-03 00:35:24,25.5198,90.2201,75.96,96,100,3.0
400,Okhotsk,RU,2021-08-03 00:32:11,59.3833,143.3,59.4,61,100,10.11
401,Khoy,IR,2021-08-03 00:35:24,38.5504,44.9535,68.72,44,0,3.85
402,Mahonda,TZ,2021-08-03 00:35:24,-6.45,39.4667,75.29,79,58,12.82
403,Guerrero Negro,MX,2021-08-03 00:31:11,27.9769,-114.0611,78.44,63,56,14.23
404,Tiznit,MA,2021-08-03 00:35:25,29.5833,-9.5,65.28,76,15,2.59
405,Saquisili,EC,2021-08-03 00:35:25,-0.8333,-78.6667,47.52,94,75,3.0
406,Kajaani,FI,2021-08-03 00:35:25,64.2273,27.7285,57.25,82,75,5.75
407,Sinnamary,GF,2021-08-03 00:35:26,5.3833,-52.95,78.19,80,86,5.88
408,Tual,ID,2021-08-03 00:35:26,-5.6667,132.75,81.77,73,98,20.18
409,Bagotville,AU,2021-08-03 00:35:26,-28.9833,153.4167,67.82,67,100,8.72
410,Port Lincoln,AU,2021-08-03 00:32:39,-34.7333,135.8667,54.03,59,99,17.38
411,Rio Gallegos,AR,2021-08-03 00:35:27,-51.6226,-69.2181,42.85,61,0,28.77
412,Rapid Valley,US,2021-08-03 00:35:27,44.0625,-103.1463,90.59,22,1,11.01
413,Two Rivers,US,2021-08-03 00:35:27,44.1539,-87.5693,74.53,78,1,1.01
414,Conceicao Do Mato Dentro,BR,2021-08-03 00:35:28,-19.0372,-43.425,54.27,80,6,0.34
415,Katherine,AU,2021-08-03 00:34:22,-14.4667,132.2667,80.92,54,100,4.61
416,Gushi,CN,2021-08-03 00:35:28,34.6425,109.5843,83.44,59,66,6.78
417,Tchibanga,GA,2021-08-03 00:35:28,-2.85,11.0333,69.26,93,87,2.15
418,Phalaborwa,ZA,2021-08-03 00:35:29,-23.943,31.1411,60.08,79,95,10.22
419,Sao Filipe,CV,2021-08-03 00:35:29,14.8961,-24.4956,76.1,86,80,5.17
420,Marquette,US,2021-08-03 00:35:29,46.5333,-87.6335,69.35,67,21,2.64
421,Seoul,KR,2021-08-03 00:35:29,37.5683,126.9778,82.0,78,75,8.05
422,Bengkulu,ID,2021-08-03 00:32:30,-3.8004,102.2655,77.63,79,82,3.09
423,Karratha,AU,2021-08-03 00:32:12,-20.7377,116.8463,64.09,24,20,23.04
424,Raudeberg,NO,2021-08-03 00:35:30,61.9875,5.1352,51.87,84,28,13.73
425,Petropavlovsk-Kamchatskiy,RU,2021-08-03 00:31:09,53.0452,158.6483,57.79,67,75,8.95
426,Baghdad,IQ,2021-08-03 00:31:11,33.3406,44.4009,89.51,27,0,6.91
427,Lavrentiya,RU,2021-08-03 00:35:30,65.5833,-171.0,45.01,99,100,8.16
428,Moron,AR,2021-08-03 00:35:31,-34.6534,-58.6198,52.99,87,0,1.01
429,Altinopolis,BR,2021-08-03 00:35:31,-21.0256,-47.3739,65.55,56,0,3.09
430,Balao,EC,2021-08-03 00:35:31,-2.9167,-79.8167,71.58,89,63,5.53
431,Jieshi,CN,2021-08-03 00:35:32,22.8134,115.8257,86.95,81,91,8.77
432,Tabas,IR,2021-08-03 00:35:32,33.5959,56.9244,81.46,15,1,4.21
433,Qasigiannguit,GL,2021-08-03 00:35:32,68.8193,-51.1922,46.65,92,100,6.42
434,Komsomolskiy,UZ,2021-08-03 00:35:32,40.4272,71.7189,72.82,56,45,4.61
435,San Luis,AR,2021-08-03 00:32:46,-33.295,-66.3356,52.92,32,0,3.8
436,Yaan,NG,2021-08-03 00:35:33,7.3833,8.5667,71.8,96,100,5.79
437,Muros,ES,2021-08-03 00:35:33,42.7762,-9.0603,64.24,83,100,7.38
438,Hamilton,US,2021-08-03 00:34:21,39.1834,-84.5333,75.15,60,20,6.91
439,Wahpeton,US,2021-08-03 00:35:34,46.2652,-96.6059,82.22,50,1,4.61
440,Maun,BW,2021-08-03 00:35:34,-19.9833,23.4167,48.16,43,0,2.3
441,Kushiro,JP,2021-08-03 00:35:34,42.975,144.3747,74.35,94,75,4.61
442,Kaka,TM,2021-08-03 00:35:34,37.3482,59.6143,82.36,15,0,9.08
443,Sao Joao Da Barra,BR,2021-08-03 00:35:35,-21.6403,-41.0511,68.4,79,0,10.54
444,Baturaja,ID,2021-08-03 00:35:35,-4.1333,104.1667,76.3,88,100,2.84
445,Vanimo,PG,2021-08-03 00:35:35,-2.6741,141.3028,85.84,66,38,8.12
446,Port Hawkesbury,CA,2021-08-03 00:34:41,45.6169,-61.3485,59.59,98,20,5.99
447,Ca Mau,VN,2021-08-03 00:35:36,9.1769,105.15,82.89,77,99,9.53
448,Seddon,AU,2021-08-03 00:35:36,-37.8068,144.8916,56.8,69,20,11.5
449,Chute-Aux-Outardes,CA,2021-08-03 00:35:36,49.1168,-68.399,64.38,59,75,6.91
450,Escarcega,MX,2021-08-03 00:31:17,18.6089,-90.7454,85.17,54,21,3.04
451,Castro Alves,BR,2021-08-03 00:35:37,-12.7656,-39.4283,63.25,89,40,6.93
452,Moramanga,MG,2021-08-03 00:35:37,-18.9333,48.2,53.31,94,62,0.98
453,Powell River,CA,2021-08-03 00:32:52,49.8496,-124.5361,81.72,50,1,8.05
454,Jiayuguan,CN,2021-08-03 00:35:37,39.8167,98.3,69.78,21,3,5.35
455,Saint-Joseph,RE,2021-08-03 00:31:12,-21.3667,55.6167,66.58,66,0,3.24
456,Alofi,NU,2021-08-03 00:35:38,-19.0595,-169.9187,78.69,65,75,12.66
457,Sao Gabriel Da Cachoeira,BR,2021-08-03 00:35:38,-0.1303,-67.0892,75.25,70,92,0.92
458,Gundlupet,IN,2021-08-03 00:35:39,11.8,76.6833,67.17,84,100,10.54
459,Kaitangata,NZ,2021-08-03 00:35:39,-46.2817,169.8464,50.94,53,45,11.01
460,Northam,GB,2021-08-03 00:35:39,51.0333,-4.2167,56.01,93,11,5.39
461,Chernyshevskiy,RU,2021-08-03 00:32:55,63.0128,112.4714,72.52,36,7,10.78
462,Bestobe,KZ,2021-08-03 00:35:40,52.4994,73.0975,66.88,58,75,7.45
463,Fayetteville,US,2021-08-03 00:35:40,35.0527,-78.8784,81.84,69,1,1.99
464,Verkhnevilyuysk,RU,2021-08-03 00:35:40,63.4453,120.3167,74.66,43,0,8.16
465,Davila,PH,2021-08-03 00:35:41,18.4726,120.5763,82.38,88,100,27.74
466,Beroroha,MG,2021-08-03 00:35:41,-21.6667,45.1667,58.24,66,0,1.5
467,Alice,US,2021-08-03 00:35:41,27.7523,-98.0697,89.17,72,1,10.36
468,Broome,US,2021-08-03 00:35:42,42.2506,-75.833,64.98,88,0,1.83
469,Dickinson,US,2021-08-03 00:35:42,29.4608,-95.0513,91.62,72,40,9.22
470,Kuruman,ZA,2021-08-03 00:35:42,-27.4524,23.4325,47.41,26,0,6.44
471,Akureyri,IS,2021-08-03 00:35:42,65.6835,-18.0878,51.73,82,40,0.0
472,Chicama,PE,2021-08-03 00:35:43,-7.8447,-79.1469,63.14,76,2,5.03
473,Viedma,AR,2021-08-03 00:32:37,-40.8135,-62.9967,55.35,35,51,7.76
474,Bundaberg,AU,2021-08-03 00:35:43,-24.85,152.35,77.22,62,40,8.01
475,Fort Nelson,CA,2021-08-03 00:35:43,58.8053,-122.7002,76.59,65,75,0.0
476,Bathsheba,BB,2021-08-03 00:35:44,13.2167,-59.5167,81.21,78,20,8.05
477,Flinders,AU,2021-08-03 00:35:44,-34.5833,150.8552,62.8,67,0,7.0
478,Namwala,ZM,2021-08-03 00:35:44,-15.7504,26.4384,57.15,57,0,3.71
479,Krasnovishersk,RU,2021-08-03 00:35:45,60.4078,57.082,56.77,98,89,2.37
480,Ifo,NG,2021-08-03 00:35:45,6.8144,3.1958,76.62,92,100,2.48
481,Kloulklubed,PW,2021-08-03 00:30:53,7.0419,134.2556,84.7,78,100,13.35
482,Desaguadero,PE,2021-08-03 00:35:46,-16.5656,-69.0417,40.5,79,100,4.9
483,Ihosy,MG,2021-08-03 00:35:46,-22.4,46.1167,54.3,71,0,4.0
484,Pemangkat,ID,2021-08-03 00:35:46,1.1667,108.9667,80.56,81,100,6.71
485,Lima,PE,2021-08-03 00:35:47,-12.0432,-77.0282,61.14,82,75,9.22
486,Kawalu,ID,2021-08-03 00:34:26,-7.3817,108.2082,71.85,98,100,1.34
487,Nhlangano,SZ,2021-08-03 00:35:47,-27.1167,31.2,51.69,90,99,1.77
488,Egvekinot,RU,2021-08-03 00:33:17,66.3167,-179.1667,36.5,88,100,13.49
489,Manokwari,ID,2021-08-03 00:35:47,-0.8667,134.0833,83.53,71,14,7.09
490,Vagur,FO,2021-08-03 00:35:48,61.4732,-6.8119,50.38,87,99,12.41
491,Namibe,AO,2021-08-03 00:35:48,-15.1961,12.1522,67.39,84,55,7.11
492,Svetogorsk,RU,2021-08-03 00:35:48,61.1121,28.8632,59.36,93,100,1.99
493,Abu Samrah,SY,2021-08-03 00:35:49,35.3029,37.1841,78.39,46,0,6.22
494,Sangmelima,CM,2021-08-03 00:35:49,2.9333,11.9833,66.92,99,100,2.64
495,Morgan City,US,2021-08-03 00:35:49,29.6994,-91.2068,84.2,78,20,5.75
496,Boyolangu,ID,2021-08-03 00:35:49,-8.1181,111.8935,76.26,89,85,9.19
497,Nagato,JP,2021-08-03 00:35:50,34.3833,131.2,86.45,68,25,9.37
498,Takapau,NZ,2021-08-03 00:35:50,-40.0333,176.35,50.18,82,100,10.16
499,Dhidhdhoo,MV,2021-08-03 00:35:50,6.8833,73.1,81.88,73,61,6.26
500,Brae,GB,2021-08-03 00:35:51,60.3964,-1.353,49.91,72,100,0.78
501,Alekseyevka,RU,2021-08-03 00:35:51,50.6309,38.6903,70.5,67,100,3.27
502,Kitimat,CA,2021-08-03 00:32:12,54.0524,-128.6534,77.38,54,19,3.0
503,Alghero,IT,2021-08-03 00:32:33,40.5589,8.3181,70.99,77,0,3.44
504,Carlsbad,US,2021-08-03 00:33:28,33.1581,-117.3506,103.08,63,1,4.0
505,Moose Factory,CA,2021-08-03 00:35:51,51.2585,-80.6094,55.4,76,90,12.66
506,Redcar,GB,2021-08-03 00:35:52,54.6166,-1.06,56.37,70,22,7.0
507,Lae,PG,2021-08-03 00:35:52,-6.7221,146.9847,84.15,65,99,3.24
508,Correntina,BR,2021-08-03 00:31:10,-13.3433,-44.6367,64.71,49,33,3.85
509,Kiunga,PG,2021-08-03 00:35:52,-6.1219,141.2906,80.67,69,96,3.69
510,Dalbandin,PK,2021-08-03 00:35:53,28.8947,64.4101,83.12,12,94,8.57
511,Dunedin,NZ,2021-08-03 00:32:54,-45.8742,170.5036,47.8,72,99,15.99
512,Tumen,CN,2021-08-03 00:35:53,42.9661,129.8425,72.9,96,100,1.61
513,Camocim,BR,2021-08-03 00:35:53,-2.9022,-40.8411,75.56,77,10,3.78
514,Alexandria,EG,2021-08-03 00:35:54,31.2156,29.9553,78.76,78,0,4.61
515,Oktyabrskoye,RU,2021-08-03 00:35:54,43.0645,44.7417,60.94,94,75,6.71
516,San Diego De Los Banos,CU,2021-08-03 00:35:54,22.6467,-83.3697,77.83,85,57,2.06
517,Saldanha,ZA,2021-08-03 00:35:54,-33.0117,17.9442,50.05,68,0,2.86
518,Laguna,US,2021-08-03 00:35:55,38.421,-121.4238,102.22,15,1,4.0
519,Road Town,VG,2021-08-03 00:35:55,18.4167,-64.6167,84.24,79,40,5.75
520,Yenagoa,NG,2021-08-03 00:35:55,4.9247,6.2642,74.55,95,95,2.84
521,Mamallapuram,IN,2021-08-03 00:35:56,12.6264,80.1722,82.45,63,100,11.01
522,Ngama,TD,2021-08-03 00:35:56,11.7833,17.1667,75.78,85,100,5.17
523,Namatanai,PG,2021-08-03 00:33:34,-3.6667,152.4333,85.03,68,52,4.43
524,Robertsport,LR,2021-08-03 00:35:56,6.7533,-11.3686,77.27,74,16,7.58
525,Makakilo City,US,2021-08-03 00:35:57,21.3469,-158.0858,88.12,45,1,13.8
526,Nouadhibou,MR,2021-08-03 00:35:57,20.931,-17.0347,69.78,88,0,10.36
527,Tarko-Sale,RU,2021-08-03 00:35:57,64.9225,77.785,63.25,73,6,11.68
528,Ondangwa,NA,2021-08-03 00:35:58,-17.9167,15.95,64.4,34,0,8.05
529,Natal,BR,2021-08-03 00:35:58,-5.795,-35.2094,73.62,94,75,12.66
530,El Mante,MX,2021-08-03 00:35:58,22.7333,-98.9667,91.51,56,7,6.6
531,Arequipa,PE,2021-08-03 00:35:58,-16.3989,-71.535,59.07,30,0,4.61
532,Mama,RU,2021-08-03 00:35:59,58.3106,112.8986,60.8,84,100,0.87
533,Buchanan,LR,2021-08-03 00:34:22,5.8808,-10.0467,75.74,81,42,5.14
534,Marigot,MF,2021-08-03 00:33:13,18.0667,-63.0833,82.18,74,20,6.91
535,Zhanakorgan,KZ,2021-08-03 00:35:59,43.9098,67.2495,84.34,24,43,11.88
536,Takoradi,GH,2021-08-03 00:36:00,4.8845,-1.7554,75.83,89,100,4.9
537,Rehoboth,NA,2021-08-03 00:36:00,-23.3167,17.0833,52.45,36,0,5.14
538,Kantunilkin,MX,2021-08-03 00:36:00,21.0917,-87.45,85.95,69,47,4.76
539,Amapa,BR,2021-08-03 00:36:01,1.0,-52.0,73.45,80,100,1.86
540,Itupeva,BR,2021-08-03 00:36:01,-23.1531,-47.0578,61.41,77,0,11.5
541,Piacabucu,BR,2021-08-03 00:36:01,-10.4056,-36.4344,72.18,89,82,9.75
542,Antibes,FR,2021-08-03 00:36:01,43.5624,7.1278,72.88,70,0,16.11
543,Manzil Salim,TN,2021-08-03 00:36:02,35.8567,8.4765,80.6,40,0,6.31
544,Anloga,GH,2021-08-03 00:36:02,5.7947,0.8973,77.22,88,100,9.35
545,Staraya Toropa,RU,2021-08-03 00:36:02,56.2801,31.6702,54.93,97,69,8.99
546,Vanersborg,SE,2021-08-03 00:36:03,58.3807,12.3234,49.91,93,90,3.44
547,Hakui,JP,2021-08-03 00:36:03,36.8833,136.7833,93.33,81,100,5.06
548,Labuhan,ID,2021-08-03 00:33:11,-6.8844,112.2051,80.55,75,7,8.48
549,Itoman,JP,2021-08-03 00:36:03,26.1247,127.6694,86.02,79,40,18.41
550,Sovetskiy,RU,2021-08-03 00:36:04,61.3614,63.5842,59.25,80,40,4.16
551,Yerbogachen,RU,2021-08-03 00:36:04,61.2767,108.0108,68.94,58,100,3.2
552,Praia Da Vitoria,PT,2021-08-03 00:36:04,38.7333,-27.0667,74.75,94,90,4.59
553,Tricase,IT,2021-08-03 00:36:05,39.9304,18.3553,79.83,64,1,4.25
554,Vao,NC,2021-08-03 00:32:28,-22.6667,167.4833,66.83,67,0,5.82
555,Evensk,RU,2021-08-03 00:36:05,61.95,159.2333,54.46,47,41,12.75
556,Bukama,CD,2021-08-03 00:36:05,-9.2,25.85,67.06,42,2,2.42
557,Severo-Yeniseyskiy,RU,2021-08-03 00:32:17,60.3725,93.0408,60.58,70,97,1.61
558,Samarai,PG,2021-08-03 00:32:08,-10.6167,150.6667,80.06,76,71,14.14
559,Miri,MY,2021-08-03 00:36:06,4.4148,114.0089,77.14,88,40,12.66
560,Lubao,PH,2021-08-03 00:36:06,14.9167,120.55,86.02,83,99,15.5
561,Tukrah,LY,2021-08-03 00:36:06,32.5341,20.5791,81.5,66,0,7.05
562,Dosso,NE,2021-08-03 00:36:07,13.049,3.1937,81.57,65,69,7.58
563,Cockburn Town,TC,2021-08-03 00:36:07,21.4612,-71.1419,82.04,77,84,20.15
564,Keffi,NG,2021-08-03 00:36:07,8.8486,7.8736,71.1,95,100,2.39
565,Gamba,GA,2021-08-03 00:36:08,-2.65,10.0,72.36,91,100,2.71
566,Arroyo,ES,2021-08-03 00:36:08,41.6096,-4.7969,64.22,74,0,5.75
567,Nishihara,JP,2021-08-03 00:36:08,26.1842,127.7558,85.28,79,40,18.41
568,Kemijarvi,FI,2021-08-03 00:36:09,66.7131,27.4306,47.35,75,100,4.65
569,Pedra Branca,BR,2021-08-03 00:36:09,-5.4542,-39.7172,70.7,46,6,2.1
570,Vila Velha,BR,2021-08-03 00:32:53,-20.3297,-40.2925,60.75,94,0,2.3
571,Saint-Francois,FR,2021-08-03 00:36:09,46.4154,3.9054,60.24,88,90,2.3
572,Mucurapo,TT,2021-08-03 00:36:10,10.6667,-61.5333,80.96,85,83,4.63
